,20s,30s,40s,50s,over,married,single,divorced,primary,secondary,tertiary,unknown,housing,loan,y
3235,,X,,,,,X,,,X,,,X,,
3236,,,X,,,X,,,X,,,,X,,
3237,,X,,,,X,,,X,,,,,,
3238,,,,X,,,,X,,X,,,X,X,
3239,,,,X,,X,,,,X,,,X,,X
3240,,,X,,,,X,,,X,,,,,
3241,,,X,,,X,,,,X,,,,,
3242,X,,,,,,X,,,X,,,X,,
3243,X,,,,,,X,,,,X,,,,
3244,,,,X,,X,,,,,,X,,,
3245,,X,,,,,X,,,,X,,X,,
3246,,X,,,,X,,,,X,,,X,X,
3247,,,,X,,,,X,X,,,,X,,
3248,,,,X,,,,X,,X,,,,,X
3249,,,,X,,X,,,X,,,,X,,
3250,,,,X,,X,,,,,X,,,,X
3251,,,,,X,X,,,,X,,,,,
3252,,X,,,,X,,,,,X,,X,X,
3253,,X,,,,X,,,,,,X,X,,
3254,,,X,,,X,,,,X,,,X,X,
3255,,,,X,,X,,,X,,,,,X,
3256,,X,,,,X,,,,,X,,,,X
3257,,X,,,,,X,,,X,,,X,,
3258,,X,,,,X,,,,X,,,X,,
3259,,,,X,,X,,,,X,,,X,,
3260,,,X,,,X,,,X,,,,,,
3261,,X,,,,X,,,X,,,,,,
3262,,,,X,,,,X,,X,,,,,
3263,,X,,,,X,,,,,X,,X,,
3264,,X,,,,,X,,,,X,,,,
3265,,,,X,,X,,,,X,,,,X,
3266,,,X,,,X,,,,X,,,X,,
3267,,,X,,,X,,,,X,,,,,
3268,,,X,,,X,,,,X,,,X,,
3269,,X,,,,,,X,,X,,,X,,
3270,,X,,,,X,,,,X,,,,,
3271,,X,,,,X,,,,X,,,X,,X
3272,,,X,,,,X,,,X,,,X,,
3273,,X,,,,,X,,,,X,,X,,
3274,,,,X,,X,,,,,X,,,,
3275,,X,,,,X,,,,,X,,,,
3276,,X,,,,X,,,,,X,,X,X,
3277,,,X,,,X,,,,X,,,X,,
3278,,,,X,,X,,,X,,,,,,
3279,,X,,,,,X,,,,X,,X,,
3280,,,,,X,X,,,,,,X,X,,
3281,,X,,,,,X,,,X,,,X,,
3282,,,X,,,X,,,,X,,,X,,
3283,,,X,,,X,,,X,,,,X,,
3284,,,,X,,X,,,,X,,,,,
3285,,X,,,,X,,,,,X,,,,
3286,,X,,,,,X,,X,,,,X,,
3287,,X,,,,,X,,,X,,,X,,
3288,,,,X,,,,X,,X,,,,,
3289,,,,X,,X,,,,,X,,,,
3290,,,X,,,X,,,X,,,,,,
3291,,,X,,,X,,,,,X,,,,
3292,X,,,,,,X,,,,X,,,,
3293,,,,X,,,,X,X,,,,X,,
3294,,,X,,,X,,,,,X,,X,X,
3295,,X,,,,,,X,,X,,,X,,
3296,,,,X,,X,,,,X,,,,X,
3297,X,,,,,,X,,,,X,,,,X
3298,X,,,,,,X,,,,X,,X,,
3299,,X,,,,,X,,,,X,,X,,
3300,,,,X,,X,,,,,X,,X,,
3301,,,,,X,X,,,,,X,,X,,X
3302,,X,,,,,,X,,,X,,X,X,
3303,,,,X,,,,X,,X,,,X,,
3304,,,,,X,X,,,,,X,,,,X
3305,,,X,,,,X,,,X,,,,,X
3306,,,,X,,X,,,,X,,,,,
3307,X,,,,,,X,,,X,,,X,,
3308,,,X,,,X,,,,X,,,X,,
3309,X,,,,,,X,,,X,,,X,,
3310,X,,,,,,X,,,,X,,X,,
3311,,,,,X,X,,,X,,,,,,X
3312,,X,,,,,,X,,X,,,X,,
3313,,X,,,,X,,,X,,,,,,
3314,,X,,,,X,,,,,X,,,,
3315,,X,,,,X,,,,,X,,X,,X
3316,,,,,X,X,,,,X,,,,,
3317,X,,,,,,X,,,,X,,,,X
3318,,,,,X,X,,,,X,,,,,
3319,,,X,,,X,,,,X,,,,,
3320,,,X,,,,X,,,X,,,X,,
3321,,X,,,,,,X,X,,,,X,,X
3322,,X,,,,,X,,,X,,,X,,
3323,,,,X,,X,,,,,X,,,,
3324,,X,,,,,X,,,,X,,,,
3325,X,,,,,,X,,,X,,,X,,
3326,,,,,X,X,,,X,,,,,,
3327,,X,,,,X,,,X,,,,X,,
3328,,X,,,,,X,,,,X,,X,,
3329,,X,,,,,,X,,,X,,X,X,
3330,,,,X,,X,,,,X,,,,X,
3331,,,,X,,X,,,,,,X,X,,X
3332,,X,,,,X,,,,,X,,X,,
3333,,X,,,,X,,,,X,,,X,,X
3334,,,X,,,,,X,X,,,,,,
3335,X,,,,,X,,,,X,,,X,,
3336,,X,,,,X,,,,X,,,X,,
3337,,,,X,,X,,,X,,,,X,,
3338,,X,,,,X,,,,X,,,X,,
3339,,X,,,,,,X,,X,,,,X,
3340,,,X,,,X,,,X,,,,,,
3341,,,,X,,X,,,,X,,,,,X
3342,,,X,,,X,,,,X,,,X,,
3343,,,X,,,X,,,,X,,,X,X,
3344,,X,,,,,X,,X,,,,,,
3345,,X,,,,,,X,,X,,,X,,
3346,,,,X,,X,,,,X,,,X,,
3347,,X,,,,X,,,,,X,,X,,
3348,,X,,,,,X,,,X,,,,,
3349,X,,,,,X,,,,,X,,,,
3350,,X,,,,X,,,,X,,,X,,
3351,,,X,,,X,,,,X,,,X,X,
3352,,,,X,,X,,,,,X,,X,,
3353,,,X,,,,,X,,,X,,X,,
3354,,,,,X,X,,,,X,,,,,
3355,,,X,,,X,,,X,,,,X,,
3356,,,,X,,X,,,,X,,,X,,
3357,,,,X,,X,,,X,,,,X,,
3358,,X,,,,X,,,,,X,,,,
3359,X,,,,,,X,,,X,,,,X,
3360,,,,,X,X,,,X,,,,,,X
3361,,,,X,,X,,,X,,,,X,,
3362,X,,,,,,X,,,X,,,,,
3363,,X,,,,X,,,,X,,,X,,
3364,,,X,,,,,X,,X,,,,X,
3365,,X,,,,X,,,,X,,,X,,
3366,,,,X,,X,,,X,,,,,,
3367,X,,,,,X,,,,X,,,,,X
3368,,,,X,,,,X,,X,,,,,
3369,,,,X,,,,X,,X,,,X,,
3370,,X,,,,,X,,,,X,,,,
3371,,,X,,,X,,,,,X,,X,,
3372,,X,,,,,X,,,,X,,X,X,
3373,X,,,,,,X,,,,X,,,,
3374,,X,,,,X,,,,X,,,X,,
3375,,,,X,,X,,,,,,X,,,
3376,,,X,,,,X,,,X,,,X,,
3377,,,X,,,X,,,,,,X,,,
3378,,X,,,,X,,,,X,,,X,,
3379,,,,X,,,,X,,,,X,X,,
3380,,X,,,,,X,,,X,,,X,,
3381,,X,,,,X,,,,X,,,X,,
3382,,X,,,,X,,,,,,X,X,,
3383,,X,,,,X,,,,X,,,X,,
3384,,X,,,,,X,,,X,,,X,,
3385,,X,,,,,X,,,,X,,,,X
3386,,X,,,,X,,,,X,,,X,,
3387,,,,X,,,X,,,,X,,X,,
3388,,,X,,,X,,,,X,,,X,X,
3389,,,X,,,,,X,,X,,,X,,
3390,,,X,,,X,,,X,,,,X,X,
3391,,X,,,,X,,,,,,X,X,,
3392,,X,,,,X,,,,X,,,X,,
3393,,,X,,,X,,,,,X,,X,,
3394,,,X,,,X,,,,X,,,,,X
3395,,,X,,,X,,,,X,,,X,,
3396,,X,,,,X,,,,X,,,X,,
3397,,X,,,,X,,,,X,,,X,,
3398,,X,,,,X,,,,X,,,,X,
3399,,,X,,,X,,,,,X,,X,,
3400,,X,,,,X,,,,,X,,,X,
3401,,X,,,,,X,,,,X,,X,,
3402,,X,,,,,X,,,,X,,,,
3403,,,X,,,X,,,,,X,,,X,
3404,X,,,,,,X,,,,X,,X,,
3405,,,,X,,X,,,,X,,,X,,
3406,X,,,,,,X,,,X,,,X,X,
3407,,,X,,,,,X,,,X,,X,,
3408,,X,,,,,X,,,,X,,X,,
3409,,,X,,,,X,,X,,,,,,
3410,,X,,,,X,,,,,X,,X,,
3411,,,,X,,X,,,,,X,,,,
3412,,,X,,,X,,,,X,,,X,X,
3413,,X,,,,,X,,,,X,,,,X
3414,,X,,,,,X,,,X,,,,,
3415,X,,,,,,X,,,X,,,X,,
3416,,X,,,,,X,,,,X,,,X,
3417,,,,X,,,,X,,,X,,X,,
3418,,X,,,,X,,,,X,,,X,X,
3419,,,,,X,X,,,,X,,,,X,
3420,,X,,,,,X,,,,X,,,,
3421,,,,,X,X,,,X,,,,X,,
3422,,X,,,,X,,,,,X,,,,X
3423,,,,X,,X,,,X,,,,,,
3424,,,,X,,X,,,,X,,,,,X
3425,X,,,,,,X,,,,X,,,,
3426,,,X,,,X,,,X,,,,X,,
3427,,,,X,,X,,,,X,,,,,
3428,X,,,,,X,,,,,X,,,,
3429,,,X,,,X,,,X,,,,X,,
3430,,X,,,,,X,,,,X,,X,,
3431,X,,,,,,X,,,X,,,,,X
3432,X,,,,,X,,,,X,,,X,,
3433,,,,X,,X,,,,X,,,,,
3434,X,,,,,,X,,,,X,,X,,
3435,,,X,,,X,,,,X,,,X,,
3436,,X,,,,X,,,,X,,,X,,
3437,X,,,,,,X,,,X,,,X,,
3438,,,X,,,X,,,,,,X,,,
3439,,X,,,,X,,,,X,,,,,
3440,,X,,,,X,,,,X,,,X,X,
3441,,X,,,,X,,,,X,,,X,X,
3442,,,X,,,X,,,X,,,,,,
3443,,,X,,,X,,,,X,,,X,,
3444,,,X,,,,,X,,X,,,X,,
3445,,,X,,,X,,,,X,,,,,
3446,,X,,,,X,,,,X,,,,,
3447,,,,X,,X,,,,,X,,,,
3448,,,,X,,,,X,,X,,,,,
3449,X,,,,,,X,,,X,,,,,
3450,,,X,,,X,,,X,,,,X,,
3451,,,,X,,,X,,X,,,,,,
3452,,X,,,,X,,,,X,,,X,,
3453,,X,,,,,X,,,X,,,X,,
3454,,,,X,,,,X,,X,,,X,,
3455,,X,,,,,,X,,X,,,,X,
3456,,X,,,,X,,,,X,,,,,
3457,,X,,,,,X,,,,X,,X,,
3458,,,,,X,X,,,,X,,,,,X
3459,,X,,,,,X,,X,,,,X,,
3460,X,,,,,X,,,,X,,,X,,
3461,,X,,,,,X,,,X,,,,,
3462,,X,,,,X,,,,X,,,X,,
3463,,,,X,,X,,,,X,,,,,
3464,,X,,,,,X,,,X,,,X,X,
3465,,X,,,,X,,,,X,,,X,,
3466,,,X,,,,,X,,X,,,X,,
3467,,,X,,,,,X,,,X,,X,,
3468,,X,,,,,,X,,X,,,,X,
3469,,,X,,,X,,,X,,,,X,,
3470,,X,,,,,X,,,X,,,X,X,
3471,,,X,,,X,,,X,,,,X,,
3472,,X,,,,X,,,,X,,,X,,
3473,,,X,,,X,,,,,X,,X,X,
3474,,X,,,,X,,,,X,,,,,
3475,,X,,,,,X,,,X,,,,,
3476,,X,,,,X,,,,X,,,X,,
3477,,,,X,,X,,,,,,X,X,,
3478,,,,X,,X,,,X,,,,X,,
3479,X,,,,,,X,,,,X,,X,,
3480,,,X,,,X,,,,X,,,X,,
3481,,,X,,,X,,,,X,,,X,,
3482,,,,X,,X,,,,X,,,X,,
3483,,,X,,,X,,,,,X,,,,
3484,,X,,,,X,,,,X,,,X,X,
3485,X,,,,,,X,,,,X,,X,X,
3486,,,,X,,X,,,X,,,,,,
3487,,X,,,,X,,,,,,X,X,,
3488,,,X,,,X,,,,,X,,,,
3489,,X,,,,X,,,,X,,,X,X,
3490,,,,,X,,X,,,,X,,,,
3491,,,X,,,X,,,,,X,,,,X
3492,,X,,,,X,,,,X,,,X,,
3493,,X,,,,,X,,,,X,,X,X,
3494,,,,X,,X,,,X,,,,,,
3495,,,,,X,X,,,X,,,,,,
3496,,,,X,,,X,,,,X,,,X,
3497,,,X,,,X,,,,X,,,X,,
3498,,,,X,,,,X,,X,,,,,X
3499,X,,,,,,X,,,,X,,X,,
3500,,,X,,,X,,,,X,,,,,
3501,,X,,,,X,,,,,X,,,,
3502,,X,,,,,,X,,,X,,X,,X
3503,X,,,,,,X,,,X,,,,X,
3504,,,X,,,X,,,,,X,,,,
3505,,X,,,,X,,,,,X,,X,,
3506,,,,X,,X,,,,,X,,,X,
3507,,X,,,,X,,,,X,,,X,,
3508,,,,X,,X,,,,X,,,,,
3509,,X,,,,,,X,,X,,,X,X,
3510,,,X,,,X,,,,X,,,,,X
3511,,X,,,,,X,,,,X,,,,
3512,,X,,,,,X,,,,X,,,,
3513,,,,X,,X,,,,,,X,,,
3514,,X,,,,X,,,,X,,,X,,
3515,,,X,,,,X,,,,X,,,,
3516,,,X,,,,,X,X,,,,X,,
3517,X,,,,,X,,,,,X,,X,,
3518,,X,,,,X,,,,X,,,X,,
3519,,,,X,,X,,,,X,,,,,
3520,,X,,,,,X,,,,X,,X,,
3521,,X,,,,X,,,,,X,,X,,
3522,,,,X,,X,,,,X,,,X,,
3523,,X,,,,X,,,,X,,,X,X,
3524,,,X,,,X,,,,X,,,,X,
3525,,X,,,,,X,,,X,,,X,,
3526,,,X,,,X,,,,X,,,X,,
3527,,X,,,,,,X,,X,,,X,,X
3528,,,X,,,,,X,,,X,,X,,
3529,,,X,,,,X,,,,X,,,,
3530,,,,X,,X,,,,,X,,X,,
3531,,,X,,,,,X,,,X,,,,
3532,,,X,,,X,,,,X,,,X,,
3533,X,,,,,,X,,,X,,,,,
3534,,,X,,,,X,,,X,,,X,,
3535,,,X,,,X,,,X,,,,,,
3536,,,,,X,X,,,,,,X,X,,
3537,X,,,,,,,X,,X,,,X,,
3538,,X,,,,,X,,,,X,,,,X
3539,X,,,,,,X,,,X,,,X,,
3540,,,,X,,X,,,X,,,,,,X
3541,,X,,,,X,,,,,X,,,,
3542,,X,,,,X,,,,X,,,X,,
3543,,X,,,,X,,,,X,,,X,,
3544,,,,X,,X,,,X,,,,,X,
3545,,,,X,,X,,,,X,,,X,X,
3546,,X,,,,,X,,,,X,,,,
3547,,X,,,,,X,,,X,,,X,,
3548,,X,,,,X,,,,X,,,,,
3549,,,X,,,X,,,X,,,,,X,
3550,,,X,,,,X,,X,,,,X,,
3551,,,X,,,X,,,,X,,,X,,
3552,,,,X,,X,,,,X,,,,,
3553,,,,,X,X,,,,X,,,X,,X
3554,,,X,,,X,,,,X,,,,,
3555,,,X,,,X,,,,X,,,X,,
3556,,,X,,,X,,,,,X,,,,X
3557,,,,X,,X,,,,,X,,X,X,
3558,,,,,X,,,X,,,X,,,,X
3559,,X,,,,,X,,,X,,,X,,
3560,,X,,,,X,,,,X,,,X,X,
3561,,,,X,,X,,,,,X,,,,
3562,,X,,,,,X,,,,X,,,,
3563,,,,X,,X,,,X,,,,,,
3564,,X,,,,,X,,,,X,,,X,
3565,,X,,,,X,,,,X,,,X,X,
3566,,X,,,,X,,,,X,,,X,,
3567,,X,,,,X,,,,,,X,X,,
3568,,X,,,,,,X,,X,,,X,,
3569,,,,X,,X,,,,,X,,X,,
3570,,X,,,,X,,,,,X,,,,
3571,X,,,,,X,,,,X,,,,,
3572,,,,X,,X,,,,X,,,,,
3573,,,X,,,,,X,X,,,,,X,
3574,,X,,,,X,,,,,X,,,,
3575,,,,X,,X,,,X,,,,X,X,
3576,,X,,,,X,,,,,X,,X,,
3577,,X,,,,X,,,,,X,,,,
3578,,,,X,,X,,,,X,,,X,,
3579,,,X,,,,,X,,,X,,,,
3580,,X,,,,X,,,,,X,,X,,
3581,,,X,,,X,,,,,X,,X,,
3582,,X,,,,X,,,,,X,,X,,
3583,,X,,,,,X,,,,X,,X,,
3584,,,X,,,X,,,,X,,,X,,
3585,,X,,,,X,,,,X,,,X,X,
3586,,,X,,,X,,,,X,,,,,X
3587,,X,,,,X,,,,,X,,,,
3588,X,,,,,,X,,,X,,,,,
3589,,X,,,,X,,,,,,X,,,X
3590,,,X,,,X,,,,,X,,,,
3591,X,,,,,X,,,,X,,,X,,
3592,,X,,,,X,,,,X,,,X,,
3593,,,X,,,,X,,X,,,,X,,
3594,,,X,,,X,,,,X,,,X,X,
3595,,X,,,,,X,,,X,,,,,
3596,,X,,,,X,,,,X,,,X,,
3597,,,X,,,X,,,X,,,,,,
3598,,,X,,,X,,,,X,,,X,,
3599,,,,X,,X,,,X,,,,,,
3600,,,,X,,X,,,,X,,,,,
3601,,X,,,,X,,,,X,,,X,,
3602,,X,,,,X,,,,X,,,X,,
3603,,,X,,,X,,,,X,,,X,,
3604,,X,,,,X,,,,,X,,,,
3605,X,,,,,,X,,,,X,,,,
3606,X,,,,,X,,,,X,,,X,,
3607,,,,,X,X,,,,X,,,,,
3608,,,X,,,X,,,,,X,,,,
3609,,,,X,,X,,,,,X,,X,,
3610,,X,,,,,,X,,X,,,X,,
3611,X,,,,,,X,,,X,,,X,,
3612,,,,X,,,,X,,,X,,,,
3613,,,X,,,X,,,,X,,,,,
3614,,,,,X,,,X,,,X,,,,
3615,,X,,,,,X,,,X,,,,,
3616,,,X,,,,X,,,,X,,,,
3617,,,X,,,X,,,,X,,,,,
3618,,,X,,,X,,,,X,,,,,
3619,,,X,,,X,,,X,,,,X,,
3620,,,,,X,,,X,,X,,,,X,
3621,,X,,,,X,,,,,X,,X,,
3622,,X,,,,,X,,,,X,,,,
3623,,X,,,,X,,,X,,,,X,,
3624,,,,X,,X,,,,,X,,X,,
3625,,,,X,,X,,,,X,,,X,,
3626,,X,,,,X,,,,X,,,X,X,
3627,,,,X,,X,,,,X,,,,X,
3628,X,,,,,X,,,,X,,,X,,
3629,,X,,,,X,,,,X,,,,,
3630,,,X,,,,,X,,,,X,X,,
3631,,,,X,,X,,,,X,,,,X,
3632,,X,,,,,X,,,,,X,,,
3633,,X,,,,X,,,,,X,,X,X,
3634,,,,X,,X,,,,X,,,X,X,
3635,,X,,,,X,,,,,X,,X,,
3636,,X,,,,,,X,,,X,,,,
3637,,,,,X,X,,,,X,,,X,,
3638,,X,,,,,X,,,X,,,,X,
3639,,,,X,,X,,,,,X,,,,
3640,,X,,,,X,,,X,,,,X,,
3641,X,,,,,,X,,,X,,,X,,
3642,,,,X,,,X,,,,X,,,,X
3643,,,X,,,,,X,,,,X,X,,
3644,,,,X,,,X,,,X,,,,,
3645,,X,,,,,X,,X,,,,X,,
3646,,,X,,,,X,,,X,,,X,X,
3647,,X,,,,,X,,,X,,,,,
3648,,X,,,,,X,,,X,,,X,,
3649,,,X,,,X,,,,,X,,X,,
3650,,X,,,,,X,,,X,,,,,
3651,,,,X,,X,,,,,X,,,,
3652,X,,,,,,X,,,X,,,X,,X
3653,X,,,,,,,X,,X,,,X,,X
3654,,X,,,,,X,,,,X,,,,
3655,,,X,,,X,,,,,X,,X,,
3656,,X,,,,,X,,,,,X,,,
3657,,,,X,,,,X,,X,,,X,,
3658,X,,,,,,X,,,X,,,,,X
3659,,,,X,,X,,,,X,,,,,
3660,,X,,,,,X,,,X,,,X,,
3661,,X,,,,,X,,,X,,,,,
3662,X,,,,,X,,,,X,,,,,
3663,,X,,,,X,,,,X,,,X,,
3664,,X,,,,X,,,,X,,,X,,
3665,X,,,,,,X,,,X,,,X,,
3666,,X,,,,X,,,,X,,,X,,X
3667,,X,,,,,X,,,,X,,,,
3668,X,,,,,,X,,,X,,,X,,
3669,,,X,,,,X,,,X,,,X,,
3670,,X,,,,,X,,X,,,,X,,
3671,,X,,,,X,,,,X,,,,,
3672,,,X,,,X,,,,X,,,X,,
3673,,X,,,,X,,,,,X,,,,X
3674,,X,,,,,X,,,,X,,X,,
3675,,X,,,,,X,,,,X,,,,
3676,,,X,,,X,,,,X,,,,,
3677,,,X,,,X,,,,X,,,X,X,
3678,,,X,,,,,X,,X,,,,,
3679,,X,,,,X,,,,X,,,X,X,
3680,,,X,,,,,X,,X,,,X,,
3681,,X,,,,,X,,,X,,,X,,X
3682,,,X,,,,,X,,,X,,,,
3683,,,X,,,X,,,,X,,,X,,
3684,,X,,,,,X,,,,X,,,,X
3685,,X,,,,,X,,,,X,,X,,
3686,,,X,,,X,,,,X,,,,,
3687,X,,,,,,X,,,X,,,X,,
3688,,X,,,,X,,,,X,,,X,,
3689,X,,,,,X,,,,,X,,X,,
3690,,,,,X,X,,,X,,,,,,X
3691,,X,,,,,X,,,,X,,,,
3692,,X,,,,,,X,X,,,,X,,
3693,,X,,,,X,,,,,X,,,,
3694,,,X,,,X,,,,X,,,X,,
3695,,X,,,,X,,,,,X,,,,X
3696,,X,,,,,X,,,X,,,X,X,
3697,,,,X,,,,X,X,,,,X,,
3698,,X,,,,X,,,X,,,,X,,
3699,,,,X,,X,,,,X,,,X,X,
3700,,,,,X,X,,,X,,,,,,
3701,,,,X,,X,,,,,X,,X,,
3702,,,X,,,X,,,,X,,,X,,
3703,,,X,,,X,,,X,,,,X,,
3704,,X,,,,X,,,,X,,,X,,
3705,,,X,,,X,,,,,X,,X,,
3706,,X,,,,X,,,X,,,,X,X,
3707,,,X,,,,X,,,X,,,X,,
3708,,X,,,,,,X,,,X,,,X,
3709,,,X,,,X,,,,X,,,X,,
3710,,X,,,,X,,,,,X,,,,
3711,,,X,,,X,,,,X,,,,,
3712,,,X,,,X,,,X,,,,X,,
3713,,X,,,,X,,,,X,,,,,
3714,,X,,,,,,X,,,X,,X,,
3715,,,,X,,X,,,,X,,,,,
3716,,,,X,,,,X,,X,,,X,,
3717,,,,X,,X,,,,,X,,,,
3718,,,X,,,,,X,,,,X,X,,
3719,,,X,,,,X,,,,X,,,,
3720,,,,X,,X,,,,X,,,X,,
3721,,X,,,,X,,,,X,,,,X,
3722,X,,,,,X,,,,X,,,X,,
3723,,X,,,,,X,,,X,,,X,,X
3724,,X,,,,,,X,,X,,,X,,
3725,,,X,,,X,,,X,,,,X,,
3726,,,X,,,X,,,,,,X,X,,
3727,,X,,,,,X,,,X,,,X,,
3728,,,,X,,X,,,,X,,,,,
3729,,,X,,,X,,,X,,,,,,
3730,,,X,,,X,,,,X,,,X,,X
3731,,,,X,,X,,,,X,,,,,
3732,,X,,,,,X,,,X,,,,X,
3733,,X,,,,,,X,,,X,,X,,X
3734,X,,,,,X,,,,X,,,X,,X
3735,,,X,,,X,,,,,X,,X,,
3736,,,X,,,X,,,,,X,,X,,
3737,,,,,X,X,,,,X,,,,,
3738,,X,,,,X,,,X,,,,X,,
3739,,,X,,,X,,,,,X,,X,,
3740,,X,,,,,,X,X,,,,X,,X
3741,,,,X,,X,,,X,,,,X,,
3742,,X,,,,X,,,,,X,,,,
3743,,,X,,,,X,,,X,,,X,X,X
3744,X,,,,,,X,,,X,,,X,,
3745,X,,,,,,X,,,X,,,X,,
3746,,,,X,,X,,,,,X,,X,,
3747,,X,,,,X,,,,X,,,X,X,
3748,,X,,,,X,,,,,X,,,,
3749,,X,,,,X,,,,,X,,,,
3750,,,,,X,,,X,,,,X,,,
3751,,X,,,,X,,,,X,,,,,
3752,,,X,,,X,,,,X,,,X,,
3753,,,X,,,X,,,,X,,,X,,
3754,,X,,,,,X,,,,X,,,,X
3755,,X,,,,,X,,,X,,,X,X,
3756,,,X,,,X,,,,X,,,X,,
3757,,X,,,,,X,,,,X,,,,
3758,,X,,,,X,,,,X,,,X,,
3759,,,,X,,X,,,X,,,,,,
3760,,,X,,,X,,,,,X,,,,
3761,,,X,,,,X,,,X,,,X,,
3762,,,,X,,X,,,,X,,,X,,
3763,,X,,,,X,,,,X,,,,X,
3764,,X,,,,X,,,,X,,,X,,
3765,,,,X,,,,X,,X,,,,,X
3766,,X,,,,,X,,,X,,,X,,
3767,,,,X,,X,,,,X,,,,,
3768,,,X,,,,X,,,,X,,,,
3769,,,,X,,X,,,X,,,,X,,
3770,,,X,,,,X,,,,X,,X,,
3771,,,,,X,X,,,,,X,,,,X
3772,,,X,,,,X,,,,X,,,,
3773,,X,,,,X,,,,X,,,,,
3774,,X,,,,X,,,,X,,,X,,
3775,,,X,,,,,X,,,X,,,,
3776,,X,,,,,,X,,X,,,,,
3777,X,,,,,,X,,,X,,,X,,
3778,,X,,,,X,,,,,X,,,,X
3779,,X,,,,X,,,,X,,,,,
3780,X,,,,,,X,,,,X,,,,X
3781,,,,X,,X,,,X,,,,X,,
3782,,,,X,,X,,,,X,,,X,,
3783,,,,,X,X,,,,X,,,X,,
3784,X,,,,,,X,,,X,,,X,,
3785,,,X,,,,X,,X,,,,X,,
3786,,,,,X,X,,,,X,,,,,X
3787,,,,X,,X,,,,X,,,X,,
3788,,,X,,,X,,,,X,,,X,,
3789,,,X,,,X,,,,,X,,,,X
3790,,,X,,,,X,,X,,,,,,
3791,,,,X,,X,,,,X,,,X,,
3792,,,X,,,X,,,,X,,,,,
3793,,,X,,,X,,,X,,,,X,,
3794,,,X,,,,X,,,,,X,X,,
3795,,X,,,,X,,,,X,,,X,,
3796,,,,,X,X,,,X,,,,,,X
3797,,X,,,,,X,,,,X,,,,
3798,,X,,,,,X,,,,X,,,,
3799,,X,,,,X,,,,X,,,X,,
3800,,X,,,,X,,,,X,,,,,
3801,,,X,,,X,,,,X,,,,,
3802,,X,,,,X,,,,,X,,,,
3803,X,,,,,,X,,,X,,,,,
3804,,,X,,,,X,,,X,,,X,,
3805,,X,,,,X,,,,X,,,,,
3806,,,,X,,X,,,,X,,,,X,
3807,,,X,,,X,,,X,,,,X,X,
3808,X,,,,,,X,,,X,,,X,,
3809,,,,X,,X,,,,X,,,X,,
3810,,,X,,,X,,,X,,,,X,,
3811,X,,,,,,,X,,,X,,,X,
3812,X,,,,,,X,,X,,,,X,,
3813,,X,,,,,X,,,X,,,,,
3814,,,X,,,,X,,,X,,,X,,
3815,,X,,,,X,,,,,X,,X,,
3816,,X,,,,X,,,,X,,,X,,
3817,,X,,,,X,,,,X,,,X,,X
3818,,,,X,,,,X,,X,,,X,,X
3819,,,X,,,,,X,,X,,,X,,X
3820,X,,,,,,X,,,,X,,,,
3821,,X,,,,X,,,,X,,,X,,
3822,,,X,,,X,,,X,,,,X,,
3823,,X,,,,X,,,,X,,,,,
3824,,,,X,,,,X,,,,X,X,,
3825,,X,,,,X,,,,X,,,X,X,
3826,,,,X,,X,,,,X,,,X,X,
3827,,,,X,,X,,,,,X,,X,X,
3828,,X,,,,X,,,,,,X,X,,
3829,,,X,,,,,X,,X,,,X,,
3830,,,,X,,X,,,,,X,,,X,
3831,,X,,,,,X,,,,X,,X,,
3832,,,X,,,X,,,,X,,,X,,
3833,,,X,,,,,X,,X,,,X,,
3834,,X,,,,X,,,,X,,,X,,
3835,X,,,,,,X,,,,X,,,,X
3836,,X,,,,X,,,,X,,,,,
3837,,,,X,,,X,,,,,X,,,
3838,,,X,,,X,,,,X,,,X,,
3839,,,,X,,,,X,,X,,,X,X,
3840,,,X,,,X,,,,X,,,X,,
3841,,X,,,,X,,,,X,,,,,
3842,,X,,,,,,X,,,X,,,,
3843,,,,X,,X,,,X,,,,X,X,X
3844,,X,,,,X,,,,X,,,X,,X
3845,,X,,,,X,,,,X,,,X,X,
3846,,,X,,,X,,,,X,,,,,
3847,,X,,,,,,X,,X,,,,,
3848,X,,,,,,X,,,,X,,X,,
3849,X,,,,,X,,,,X,,,X,,
3850,,,,X,,X,,,X,,,,X,,
3851,X,,,,,,X,,,X,,,,,
3852,,,X,,,X,,,,X,,,,,
3853,,,,X,,X,,,,X,,,,X,X
3854,,,X,,,X,,,,,X,,X,,
3855,,,X,,,X,,,,X,,,,,
3856,,,X,,,X,,,X,,,,,X,
3857,,,,X,,X,,,,,X,,X,,
3858,,X,,,,X,,,,X,,,X,,
3859,,,,X,,X,,,X,,,,,,
3860,,,X,,,X,,,,X,,,X,,
3861,,,,X,,X,,,,X,,,,X,
3862,,,,X,,X,,,,X,,,X,X,
3863,,X,,,,X,,,,X,,,,,
3864,,,X,,,X,,,,X,,,X,,
3865,,X,,,,X,,,,X,,,X,,
3866,X,,,,,,X,,,X,,,X,,
3867,,,,X,,X,,,,,X,,,,
3868,,X,,,,,X,,,X,,,,X,
3869,,X,,,,,,X,,,X,,,,
3870,,,X,,,,X,,X,,,,,,
3871,,X,,,,X,,,,X,,,X,,
3872,X,,,,,,X,,,X,,,X,,
3873,,,,X,,X,,,,,,X,,,
